브랜드명,국가,스킨케어,제품명,Id,가격,전성분표기,효능,피부타입,이미지url,비건인증
빌리프,한국,로션/크림,맨올로지 101 에센셜 모이스춰라이저 75ml,BF14,44000,"정제수,사이클로펜타실록세인,다이프로필렌글라이콜,글리세린,펜타에리스리틸테트라에틸헥사노에이트,1❤️2-헥산다이올,솔비톨,다이메티콘,트라이에틸헥사노인,카프릴릭/카프릭트라이글리세라이드,에버라스팅추출물,엘더추출물,실리카,메틸글루코오스세스퀴스테아레이트,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,잔탄검,트라이소듐이디티에이,용설란잎추출물,딜추출물,서양톱풀추출물,피버퓨추출물,라임전초오일,베르가모트오일,라벤더오일,캐모마일꽃오일,단향오일,시트랄,리모넨,리날룰","보습,수분공급",모든피부,https://belifmall.com/web/product/big/202309/3390c329bce13a90eec1f84962790f38.jpg,한국비건인증원
빌리프,한국,로션/크림,맨올로지 오리지널 아쿠아 바운싱 워터 로션 200ml,BF15,59000,"정제수,다이메티콘,다이프로필렌글라이콜,워터민트추출물,변성알코올,글리세린,부틸렌글라이콜,1❤️2-헥산다이올,육두구추출물,꿀풀추출물,딜추출물,서양톱풀추출물,피버퓨추출물,마트리카리아꽃/잎추출물,살비아추출물,개박하추출물,라즈베리추출물,팔미토일트라이펩타이드-1,팔미토일테트라펩타이드-7,글리세레스-26,라이소자임베타글루칸,알라닐글루타민,판테놀,글라이코스핑고리피드,하이드로제네이티드레시틴,세테아릴알코올,포스포리피드,세라마이드엔피,콜레스테롤,트라이에틸헥사노인,카프릴릭/카프릭트라이글리세라이드,폴리메틸실세스퀴옥세인,피이지-10다이메티콘,피이지-60하이드로제네이티드캐스터오일,폴리솔베이트20,잔탄검,카보머,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,트라이소듐이디티에이,라임전초오일,베르가모트오일,단향오일,라벤더오일,캐모마일꽃오일,시트랄,리모넨,리날룰","수분공급,탄력",모든피부,https://belifmall.com/web/product/big/202309/eaf7f3f873ae6885ee62606b711504a6.jpg,한국비건인증원
빌리프,한국,로션/크림,프라임 인퓨전 리페어 크림 50ml,BF16,88000,"정제수,하이드로제네이티드폴리데센,글리세린,사이클로펜타실록세인,다이프로필렌글라이콜,카프릴릭/카프릭트라이글리세라이드,세테아릴알코올,아이소세틸미리스테이트,트라이에틸헥사노인,시어버터,1❤️2-헥산다이올,글리세릴스테아레이트,아르니카몬타나꽃추출물,다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트,판테놀,스피드웰추출물,개박하추출물,귀리커넬추출물,라즈베리잎추출물,포트마리골드꽃추출물,별꽃추출물,와일드인디고뿌리추출물,팔미토일트라이펩타이드-1,팔미토일테트라펩타이드-7,소듐하이알루로네이트,세테아릴올리베이트,C12-16알코올,다이메티콘,피이지-100스테아레이트,세테아릴글루코사이드,솔비탄올리베이트,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,스쿠알란,퍼플루오로노닐에틸스테아릴다이메티콘,하이드로제네이티드레시틴,하이드록시프롤린,팔미틱애씨드,폴리솔베이트60,폴리솔베이트20,부틸렌글라이콜,적색산화철,카보머,마이카,티타늄디옥사이드,트로메타민,트라이소듐이디티에이,오렌지껍질오일,센티드제라늄꽃오일,연필향나무오일,베르가모트오일,벤조인나무검,클레리오일,스타아니스열매/씨오일,일랑일랑꽃오일,클로브잎오일,리씨열매오일,피마자씨오일,시트랄,시트로넬올,리모넨,제라니올,리날룰",주름개선,모든피부,https://belifmall.com/web/product/big/202309/2dfaa5d3807e7cf407c15ab4f06a740e.jpg,한국비건인증원
빌리프,한국,로션/크림,프라임 인퓨전 리페어 아이크림 50ml,BF17,80000,"정제수,글리세린,카프릴릭/카프릭트라이글리세라이드,글리세릴스테아레이트,스쿠알란,세테아릴알코올,사이클로펜타실록세인,다이프로필렌글라이콜,1❤️2-헥산다이올,시어버터,미리스틸미리스테이트,판테놀,피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,폴리글리세릴-3메틸글루코오스다이스테아레이트,C14-22알코올,아르니카몬타나꽃추출물,피이지-100스테아레이트,하이드록시프롤린,개박하추출물,귀리커넬추출물,라즈베리잎추출물,포트마리골드꽃추출물,별꽃추출물,와일드인디고뿌리추출물,자운영추출물,스피드웰추출물,소듐하이알루로네이트,세라마이드엔피,하이드로제네이티드레시틴,비즈왁스,다이메티콘,솔비탄스테아레이트,C12-20알킬글루코사이드,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,베타인,솔비톨,세린,트레오닌,프롤린,글라이신,글루타믹애씨드,알라닌,라이신,알지닌,토코페릴아세테이트,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,소듐피씨에이,트로메타민,글리세레스-20,마이카,티타늄디옥사이드,피이지-10레이프씨드스테롤,적색산화철,트라이소듐이디티에이,오렌지껍질오일,센티드제라늄꽃오일,피마자씨오일,베르가모트오일,연필향나무오일,클레리오일,클로브잎오일,벤조인나무검,스타아니스열매/씨오일,일랑일랑꽃오일,리씨열매오일,시트랄,시트로넬올,리모넨,제라니올,리날룰",주름개선,모든피부,https://belifmall.com/web/product/big/202309/87669134dbb0daa43214cc4c7dd8e384.jpg,한국비건인증원
빌리프,한국,로션/크림,피트 미라클 리바이탈 아이크림 25ml,BF18,58000,"정제수,다이프로필렌글라이콜,글리세린,카프릴릭/카프릭트라이글리세라이드,사이클로펜타실록세인,글리세릴스테아레이트,하이드로제네이티드폴리데센,네오펜틸글라이콜다이카프레이트,1❤️2-헥산다이올,시어버터,세테아릴알코올,폴리글리세릴-3메틸글루코오스다이스테아레이트,C14-22알코올,판테놀,피이지-100스테아레이트,토탄추출물,아이브라이트추출물,스페인감초뿌리추출물,서양톱풀꽃추출물,가시칠엽수잎추출물,바위돌꽃뿌리추출물,빌베리열매추출물,쇠뜨기잎추출물,레이디스맨틀잎추출물,삼색제비꽃추출물,다마스크장미꽃추출물,메도우스위트꽃추출물,마시멜로뿌리추출물,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,아미노부티릭애씨드,토코페롤,바이오사카라이드검-1,쇠비름추출물,적색산화철,다이메티콘,솔비탄스테아레이트,호호바에스터,부틸렌글라이콜,C12-20알킬글루코사이드,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,트라이소듐이디티에이,티타늄디옥사이드,마이카,페녹시에탄올,오렌지껍질오일,센티드제라늄꽃오일,다마스크장미꽃오일,시트로넬올,리모넨,제라니올,리날룰",주름개선,모든피부,https://belifmall.com/web/product/big/202309/ea979d15477f5471c8a947452c551714.jpg,한국비건인증원
빌리프,한국,로션/크림,피트 미라클 리바이탈 크림 50ml,BF19,66000,"정제수,다이프로필렌글라이콜,글리세린,카프릴릭/카프릭트라이글리세라이드,하이드로제네이티드폴리아이소부텐,트라이에틸헥사노인,사이클로펜타실록세인,1❤️2-헥산다이올,세테아릴알코올,C14-22알코올,글리세릴스테아레이트,실리카,탱자추출물,판테놀,퍼플루오로노닐에틸스테아릴다이메티콘,호호바에스터,토탄추출물,아이브라이트추출물,감초추출물,서양톱풀꽃추출물,가시칠엽수잎추출물,바위돌꽃뿌리추출물,빌베리열매추출물,쇠뜨기잎추출물,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,레이디스맨틀잎추출물,삼색제비꽃추출물,다마스크장미꽃추출물,메도우스위트꽃추출물,마시멜로뿌리추출물,세라마이드엔피,피토스핑고신,세테아릴올리베이트,수크로오스폴리스테아레이트,하이드로제네이티드레시틴,피이지-10레이프씨드스테롤,글리세레스-20,세틸팔미테이트,솔비탄팔미테이트,솔비탄올리베이트,피이지-100스테아레이트,C12-20알킬글루코사이드,나이아신아마이드,알라닐글루타민,다이메티콘,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,카보머,잔탄검,마이카,티타늄디옥사이드,적색산화철,트라이소듐이디티에이,포타슘하이드록사이드,향료,시트로넬올,리모넨,제라니올,리날룰",생기,모든피부,https://belifmall.com/web/product/big/202309/1366a143a385bb32e5e8a2e6365ce4c3.jpg,한국비건인증원
빌리프,한국,로션/크림,더 트루 크림-안티에이징 소프트 밤 75ml,BF20,72000,"정제수,글리세린,프로판다이올,하이드로제네이티드폴리데센,시어버터,사이클로펜타실록세인,아이소스테아릴아이소스테아레이트,1❤️2-헥산다이올,글리세릴스테아레이트,폴리글리세릴-3메틸글루코오스다이스테아레이트,피이지-5펜타에리스리틸에터,피피지-5펜타에리스리틸에터,판테놀,베타인,엘더추출물,에버라스팅추출물,용설란잎추출물,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,레이디스맨틀잎추출물,삼색제비꽃추출물,다마스크장미꽃추출물,메도우스위트꽃추출물,마시멜로뿌리추출물,아이브라이트추출물,감초추출물,서양톱풀꽃추출물,가시칠엽수잎추출물,바위돌꽃뿌리추출물,빌베리열매추출물,쇠뜨기잎추출물,카프릴릭/카프릭트라이글리세라이드,하이드록시프롤린,세라마이드엔피,베타-글루칸,라즈베리추출물,하이드로제네이티드레시틴,육두구추출물,부틸렌글라이콜,스쿠알란,포스포리피드,다이메티콘,글라이코스핑고리피드,돌콩스테롤,비스-피이지-18메틸에터다이메틸실레인,스테아릭애씨드,세테아릴알코올,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,세틸알코올,다이메티콘/비닐다이메티콘크로스폴리머,베헤닐알코올,스테아릴알코올,잔탄검,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,폴리솔베이트60,피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,피이지-20피토스테롤,피이지-100스테아레이트,트라이소듐이디티에이,콜레스테롤,아라키딜알코올,소듐메틸스테아로일타우레이트,피토스테롤,아라키딜글루코사이드,마이크로크리스탈린셀룰로오스,카보머,셀룰로오스검,소듐시트레이트,시트릭애씨드,오렌지껍질오일,라임전초오일,로즈마리잎오일,센티드제라늄꽃오일,시트랄,시트로넬올,제라니올,리모넨,리날룰",주름개선,모든피부,https://belifmall.com/web/product/big/202309/11eefdc307c637383d6437d3f6bc5915.jpg,한국비건인증원
빌리프,한국,로션/크림,빌리프 프라블럼 솔루션 비건 모이스춰라이저,BF21,46000,"정제수,글리세린,1❤️2-헥산다이올,세틸에틸헥사노에이트,글리세릴스테아레이트,와일드인디고뿌리추출물,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,별꽃추출물,라벤더꽃추출물,우엉뿌리추출물,로즈마리잎추출물,에키네시아추출물,4-터피네올,토타롤,유칼립투스잎추출물,폴스애플민트잎추출물,로즈힙열매추출물,티트리추출물,부틸렌글라이콜,세테아릴알코올,판테놀,트라이에틸헥사노인,스쿠알란,세틸팔미테이트,하이드로제네이티드에틸헥실올리베이트,솔비탄올리베이트,솔비탄팔미테이트,솔비탄스테아레이트,트로메타민,베타인,카보머,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,하이드로제네이티드올리브오일불검화물,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,병풀추출물,트라이소듐이디티에이,호장근뿌리추출물,황금추출물,녹차추출물,스페인감초뿌리추출물,마트리카리아꽃추출물,오렌지껍질오일,센티드제라늄꽃오일,리모넨,시트로넬올,제라니올,리날룰",트러블 진정,민감성,https://belifmall.com/web/product/big/202309/f35f2e6823fde31a033c4c84e395aa02.jpg,한국비건인증원
빌리프,한국,로션/크림,모이스춰라이징 아이 밤 25ml 아이크림,BF22,53000,"정제수,다이프로필렌글라이콜,부틸렌글라이콜,글리세린,스쿠알란,사이클로펜타실록세인,카프릴릴트라이메티콘,다이메티콘,에이치디아이/트라이메틸올헥실락톤크로스폴리머,수크로오스폴리스테아레이트,1❤️2-헥산다이올,피씨에이다이메티콘,판테놀,트라이에틸헥사노인,셀룰로오스,세라마이드엔피,병풀잎추출물,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,레이디스맨틀잎추출물,삼색제비꽃추출물,다마스크장미꽃추출물,메도우스위트꽃추출물,마시멜로뿌리추출물,서양톱풀꽃추출물,컴프리잎추출물,붉은토끼풀꽃추출물,조름나물잎추출물,흰버드나무껍질추출물,다이메티콘/비닐다이메티콘크로스폴리머,실리카,하이드로제네이티드폴리아이소부텐,글리세릴스테아레이트,피이지-100스테아레이트,하이드로제네이티드레시틴,피이지-10레이프씨드스테롤,글리세레스-20,C14-22알코올,C12-20알킬글루코사이드,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,폴리솔베이트60,하이드록시프롤린,카보머,트로메타민,트라이소듐이디티에이,오렌지껍질오일,라임전초오일,로즈마리잎오일,센티드제라늄꽃오일,시트랄,시트로넬올,리모넨,제라니올,리날룰","수분공급,주름개선",모든피부,https://belifmall.com/web/product/big/202309/fd85c8e07262dc84390a5c062add3dca.jpg,한국비건인증원
빌리프,한국,로션/크림,밀키 모이스처라이저 하이드라 밸런싱 125ml,BF23,44000,"정제수,다이프로필렌글라이콜,글리세린,트라이에틸헥사노인,1❤️2-헥산다이올,헥실데실에틸헥사노에이트,펜타에리스리틸테트라에틸헥사노에이트,글리세릴스테아레이트,사이클로펜타실록세인,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,레이디스맨틀잎추출물,마시멜로뿌리추출물,다마스크장미꽃추출물,메도우스위트꽃추출물,삼색제비꽃추출물,몰로키아잎추출물,베르가못잎추출물,살비아잎추출물,C14-22알코올,세테아릴알코올,다이메티콘,판테놀,피이지-100스테아레이트,피이지-5글리세릴스테아레이트,C12-20알킬글루코사이드,카보머,트로메타민,부틸렌글라이콜,잔탄검,트라이소듐이디티에이,티타늄디옥사이드,마이카,적색산화철,오렌지껍질오일,라임전초오일,로즈마리잎오일,센티드제라늄꽃오일,시트로넬올,리모넨",생기,"중성,복합성",https://belifmall.com/web/product/big/202309/489ed1b68cb4b00205cebb0f1d4e073c.jpg,한국비건인증원
빌리프,한국,로션/크림,클래식 크림 얼티미트 50ml,BF24,53000,"정제수,다이프로필렌글라이콜,글리세린,스쿠알란,올리브오일,카프릴릭/카프릭트라이글리세라이드,쿠푸아수씨버터,사이클로펜타실록세인,글리세릴스테아레이트,1❤️2-헥산다이올,C14-22알코올,수크로오스폴리스테아레이트,세테아릴알코올,우레아,판테놀,호호바에스터,하이드록시에틸피페라진에탄설포닉애씨드,에델바이스추출물,라즈베리잎추출물,개박하추출물,포트마리골드꽃추출물,귀리커넬추출물,별꽃추출물,와일드인디고뿌리추출물,삼색제비꽃추출물,메도우스위트꽃추출물,다마스크장미꽃추출물,마시멜로뿌리추출물,레이디스맨틀잎추출물,스위트아몬드오일,로즈마리잎오일,장미꽃오일,라벤더오일,캐모마일꽃오일,포트마리골드꽃오일,보리지씨오일,병풀추출물,황금추출물,호장근추출물,감초추출물,녹차추출물,로즈마리잎추출물,캐모마일꽃추출물,잇꽃꽃추출물,세라마이드엔피,세라마이드엔지,콜레스테롤,피토스핑고신,리놀레익애씨드,스테아릭애씨드,레시틴,하이드로제네이티드레시틴,피씨에이,알지닌,세린,히스티딘에이치씨엘,알라닌,트레오닌,글루타믹애씨드,수크로오스,글라이코젠,시트룰린,라이신에이치씨엘,토코페롤,소듐아스코베이트,베타-시토스테롤,다이팔미토일하이드록시프롤린,만니톨,잔탄검,카보머,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,부틸렌글라이콜,다이메티콘,글리세레스-20,세테아릴올리베이트,솔비탄올리베이트,피이지-100스테아레이트,퍼플루오로노닐에틸스테아릴다이메티콘,C12-20알킬글루코사이드,세틸팔미테이트,하이드로제네이티드폴리아이소부텐,트라이에틸헥사노인,솔비탄팔미테이트,하이드로제네이티드폴리데센,포타슘C12-13알킬포스페이트,피이지-10레이프씨드스테롤,트로메타민,트라이소듐이디티에이,티타늄디옥사이드,적색산화철,마이카,향료,시트랄,시트로넬올,리모넨,제라니올,리날룰","보습,영양",건성,https://belifmall.com/web/product/big/202309/afa5a2a88d8101564de8f92bf4a2f776.jpg,한국비건인증원
빌리프,한국,로션/크림,시카 밤 크림 50ml,BF25,49000,"정제수,글리세린,사이클로헥사실록세인,프로판다이올,폴리글리세릴-4카프레이트,1❤️2-헥산다이올,하이드로제네이티드올리브오일스테아릴에스터,하이드로제네이티드폴리데센,세틸팔미테이트,판테놀,마데카소사이드,병풀잎추출물,베타-글루칸,라즈베리잎추출물,개박하추출물,포트마리골드꽃추출물,귀리커넬추출물,와일드인디고뿌리추출물,별꽃추출물,쐐기풀잎추출물,쇠뜨기잎추출물,레이디스맨틀잎추출물,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,솔비탄스테아레이트,솔비탄아이소스테아레이트,카프릴릭/카프릭트라이글리세라이드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,스쿠알란,부틸렌글라이콜,트라이데실스테아레이트,트라이데실트라이멜리테이트,아이소헥사데칸,하이드로제네이티드식물성오일,호호바에스터,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,트로메타민,폴리글리세릴-10스테아레이트,다이펜타에리스리틸헥사카프릴레이트/헥사카프레이트,하이드로제네이티드올리브오일불검화물,트라이소듐이디티에이,폴리솔베이트60,토코페롤,라임전초오일,로즈마리잎오일,오렌지껍질오일,센티드제라늄꽃오일,시트랄,시트로넬올,제라니올,리모넨,리날룰","보습,진정",민감성,https://belifmall.com/web/product/big/202309/e2fb88e6e2538525b1537f446aa0fa70.jpg,한국비건인증원
빌리프,한국,로션/크림,에이지 넉다운 V크림 50ml,BF26,99000,"정제수,글리세린,부틸렌글라이콜,스쿠알란,아이소스테아릴아이소스테아레이트,카프릴릭/카프릭트라이글리세라이드,다이메티콘,1❤️2-헥산다이올,글리세릴스테아레이트,시어버터,세테아릴알코올,판테놀,트레할로오스,세테아릴글루코사이드,수크로오스폴리스테아레이트,피이지-100스테아레이트,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,서양톱풀꽃추출물,아이브라이트추출물,스페인감초뿌리추출물,가시칠엽수잎추출물,쇠뜨기잎추출물,바위돌꽃뿌리추출물,빌베리열매추출물,육두구추출물,병풀잎추출물,감국꽃추출물,히더추출물,와일드티즐추출물,피버퓨추출물,세틸알코올,스테아릴알코올,피토스테릴/옥틸도데실라우로일글루타메이트,세린,C14-22알코올,하이드로제네이티드레시틴,세드롤,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,덱스트린팔미테이트,폴리아크릴레이트-13,세라마이드엔피,마카다미아씨오일,트라이에틸헥사노인,토코페롤,알지닌,세틸팔미테이트,아라키딜글루코사이드,폴리아이소부텐,수크로오스스테아레이트,스테아릭애씨드,소듐하이알루로네이트,잔탄검,팔미틱애씨드,콜레스테롤,폴리솔베이트20,솔비탄아이소스테아레이트,글라이코스핑고리피드,돌콩오일,카보머,티타늄디옥사이드,마이카,적색산화철,트로메타민,트라이소듐이디티에이,오렌지껍질오일,라임전초오일,센티드제라늄꽃오일,로즈마리잎오일,시트랄,시트로넬올,리모넨,제라니올,리날룰","영양,탄력,주름개선",모든피부,https://belifmall.com/web/product/big/202309/290e045c66b21feece629b35cf4ac4fa.jpg,한국비건인증원
빌리프,한국,로션/크림,크리미 모이스처라이저 딥 모이스트 125ml,BF27,44000,"정제수,하이드로제네이티드폴리데센,글리세린,다이프로필렌글라이콜,펜타에리스리틸테트라에틸헥사노에이트,1❤️2-헥산다이올,글리세릴스테아레이트,폴리글리세릴-3메틸글루코오스다이스테아레이트,베타인,판테놀,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,레이디스맨틀잎추출물,마시멜로뿌리추출물,다마스크장미꽃추출물,메도우스위트꽃추출물,삼색제비꽃추출물,몰로키아잎추출물,버지니아풍년화추출물,커먼자스민추출물,세테아릴알코올,피이지-100스테아레이트,다이메티콘,스테아릭애씨드,카보머,트로메타민,부틸렌글라이콜,잔탄검,덱스트린,카카오씨추출물,트라이소듐이디티에이,오렌지껍질오일,라임전초오일,로즈마리잎오일,센티드제라늄꽃오일,시트로넬올,리모넨","수분공급,영양",건성,https://belifmall.com/web/product/big/202309/b628402032117a41e2f9f00a6453d106.jpg,한국비건인증원
빌리프,한국,로션/크림,빌리프 아쿠아 밤 75ml 수분크림,BF28,62000,"정제수,다이프로필렌글라이콜,글리세린,메틸트라이메티콘,변성알코올,다이메티콘,사이클로펜타실록세인,1❤️2-헥산다이올,카프릴릭/카프릭트라이글리세라이드,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,펜타에리스리틸테트라에틸헥사노에이트,폴리메틸실세스퀴옥세인,판테놀,피이지-150,펜타에리스리틸테트라아이소스테아레이트,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,레이디스맨틀잎추출물,쇠뜨기잎추출물,쐐기풀잎추출물,페닐트라이메티콘,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,카보머,트로메타민,스쿠알란,피이지-40하이드로제네이티드캐스터오일,다이메티콘올,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,C14-22알코올,폴리솔베이트60,부틸렌글라이콜,마카다미아씨오일,말라카이트추출물,트라이에틸헥사노인,트라이소듐이디티에이,아라키딜글루코사이드,시어버터,하이드로제네이티드레시틴,솔비탄아이소스테아레이트,글리세릴스테아레이트,스테아릭애씨드,세라마이드엔피,콜레스테롤,피이지-100스테아레이트,로즈마리잎오일,라임전초오일,센티드제라늄꽃오일,오렌지껍질오일,시트랄,시트로넬올,리모넨,제라니올,리날룰",수분공급,모든피부,https://belifmall.com/web/product/big/202309/3f0a1007e87aa461fe9f82215d7b7138.jpg,한국비건인증원
빌리프,한국,에센스/세럼/앰플,에이지 넉다운 밤 50ml,BF29,75000,"정제수,글리세린,다이프로필렌글라이콜,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,글리세릴폴리메타크릴레이트,다이메티콘,1❤️2-헥산다이올,피이지-150,메틸트라이메티콘,판테놀,페닐트라이메티콘,프로필렌글라이콜,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,아이브라이트추출물,감초추출물,서양톱풀꽃추출물,가시칠엽수잎추출물,바위돌꽃뿌리추출물,빌베리열매추출물,쇠뜨기잎추출물,감국꽃추출물,병풀잎추출물,부틸렌글라이콜,세드롤,아데노신,세린,하이드로제네이티드레시틴,세라마이드엔피,글리세릴스테아레이트,글리세레스-20,베타-글루칸,바이오사카라이드검-1,카프릴릭/카프릭트라이글리세라이드,스쿠알란,시어버터,피이지-10레이프씨드스테롤,스테아릭애씨드,트로메타민,마이카,티타늄디옥사이드,적색산화철,사이클로펜타실록세인,다이메티콘올,피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,아라키딜알코올,베헤닐알코올,아라키딜글루코사이드,잔탄검,폴리메틸실세스퀴옥세인,에틸헥실글리세린,세테아릴알코올,트라이소듐이디티에이,알진,피이지-60하이드로제네이티드캐스터오일,카보머,소듐폴리아크릴레이트,콜레스테롤,오렌지껍질오일,라임전초오일,로즈마리잎오일,센티드제라늄꽃오일,시트랄,시트로넬올,리모넨,제라니올,리날룰","탄력,안티에이징",모든피부,https://belifmall.com/web/product/big/202309/47acaba7226d7d8e9d0531a5e239f59a.jpg,한국비건인증원
빌리프,한국,에센스/세럼/앰플,빌리프 프라블럼 솔루션 비건 스팟 젤,BF30,28000,"정제수,부틸렌글라이콜,다이프로필렌글라이콜,글리세린,카프릴릭/카프릭트라이글리세라이드,1❤️2-헥산다이올,판테놀,세테아릴알코올,글리세릴스테아레이트,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,우엉뿌리추출물,로즈마리잎추출물,라벤더꽃추출물,에키네시아추출물,티트리추출물,유칼립투스잎추출물,폴스애플민트잎추출물,로즈힙열매추출물,육두구추출물,일본목련나무껍질추출물,당근추출물,해바라기씨오일,당근씨오일,돌콩오일,마카다미아씨오일,레틴알,토타롤,4-터피네올,세라마이드엔피,베타-카로틴,피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트,유채스테롤,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,토코페롤,카르니틴,알란토인,살리실릭애씨드,콜레스테롤,트라이소듐이디티에이,스테아릴글리시레티네이트,다이포타슘글리시리제이트,하이드로제네이티드레시틴,코코-카프릴레이트/카프레이트,포타슘세틸포스페이트,소듐카보머,폴리글리세릴-10라우레이트,실리카,다이소듐이디티에이,오렌지껍질오일,센티드제라늄꽃오일,리모넨,시트로넬올,제라니올,리날룰,시트랄","진정,트러블",민감성,https://belifmall.com/web/product/big/202309/560ee6304d6ee6bb351621fee7501e7f.jpg,한국비건인증원
빌리프,한국,에센스/세럼/앰플,에이지 넉다운 아이 세럼 25ml,BF31,65000,"정제수,카프릴릭/카프릭트라이글리세라이드,프로판다이올,글리세린,오일팜오일,시어버터,마카다미아씨오일,1❤️2-헥산다이올,베타인,오일팜커넬오일,베헤닐알코올,트라이-C14-15알킬시트레이트,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,서양톱풀꽃추출물,아이브라이트추출물,스페인감초뿌리추출물,가시칠엽수잎추출물,쇠뜨기잎추출물,바위돌꽃뿌리추출물,빌베리열매추출물,화이트루핀씨추출물,카프릴릭/카프릭글리세라이즈,카보머,부틸렌글라이콜,트로메타민,다이소듐이디티에이,폴리글리세린-3,돌콩추출물,아데노신,락토바실러스/콩발효추출물,효모/감자추출물발효여과물,소듐폴리아크릴레이트,효모/보리씨발효여과물,세린,알지닌,해바라기씨오일,시트릭애씨드,소듐하이알루로네이트,병풀잎추출물,감국꽃추출물,퉁퉁마디추출물,세드롤,토코페롤,팔미틱애씨드,스테아릭애씨드,티타늄디옥사이드,마이카,적색산화철,오렌지껍질오일,라임전초오일,센티드제라늄꽃오일,로즈마리잎오일,리모넨,시트로넬올,제라니올,시트랄,리날룰",안티에이징,모든피부,https://belifmall.com/web/product/big/202309/ff7455ad253fa39119bcbafa40a0018c.jpg,한국비건인증원
